C:\Users\ZhouXunZhe\PycharmProjects\K-nn\venv\Scripts\python.exe C:/Users/ZhouXunZhe/PycharmProjects/K-nn/test.py
0 numbers imported
2000 numbers imported
4000 numbers imported
6000 numbers imported
8000 numbers imported
10000 numbers imported
12000 numbers imported
14000 numbers imported
16000 numbers imported
18000 numbers imported
20000 numbers imported
22000 numbers imported
24000 numbers imported
26000 numbers imported
28000 numbers imported
30000 numbers imported
32000 numbers imported
34000 numbers imported
36000 numbers imported
38000 numbers imported
40000 numbers imported
42000 numbers imported
44000 numbers imported
46000 numbers imported
48000 numbers imported
50000 numbers imported
52000 numbers imported
54000 numbers imported
56000 numbers imported
58000 numbers imported
59999 numbers imported
0 numbers imported
2000 numbers imported
4000 numbers imported
6000 numbers imported
8000 numbers imported
9999 numbers imported
the NO.0 classifier came back with: 7, the real answer is: 7, error count is: 0
the NO.9689 classifier came back with: 1, the real answer is: 1, error count is: 266
the NO.9690 classifier came back with: 7, the real answer is: 7, error count is: 266
the NO.9691 classifier came back with: 8, the real answer is: 8, error count is: 266
the NO.9692 classifier came back with: 9, the real answer is: 9, error count is: 266
the NO.9693 classifier came back with: 6, the real answer is: 6, error count is: 266
the NO.9694 classifier came back with: 8, the real answer is: 8, error count is: 266
the NO.9695 classifier came back with: 8, the real answer is: 8, error count is: 266
the NO.9696 classifier came back with: 2, the real answer is: 2, error count is: 266
the NO.9697 classifier came back with: 3, the real answer is: 3, error count is: 266
the NO.9698 classifier came back with: 6, the real answer is: 6, error count is: 266
the NO.9699 classifier came back with: 1, the real answer is: 1, error count is: 266
the NO.9700 classifier came back with: 2, the real answer is: 2, error count is: 266
the NO.9701 classifier came back with: 9, the real answer is: 9, error count is: 266
the NO.9702 classifier came back with: 5, the real answer is: 5, error count is: 266
the NO.9703 classifier came back with: 2, the real answer is: 2, error count is: 266
the NO.9704 classifier came back with: 0, the real answer is: 0, error count is: 266
the NO.9705 classifier came back with: 1, the real answer is: 1, error count is: 266
the NO.9706 classifier came back with: 2, the real answer is: 2, error count is: 266
the NO.9707 classifier came back with: 3, the real answer is: 3, error count is: 266
the NO.9708 classifier came back with: 4, the real answer is: 4, error count is: 266
the NO.9709 classifier came back with: 5, the real answer is: 5, error count is: 266
the NO.9710 classifier came back with: 6, the real answer is: 6, error count is: 266
the NO.9711 classifier came back with: 7, the real answer is: 7, error count is: 266
the NO.9712 classifier came back with: 8, the real answer is: 8, error count is: 266
the NO.9713 classifier came back with: 9, the real answer is: 9, error count is: 266
the NO.9714 classifier came back with: 0, the real answer is: 0, error count is: 266
the NO.9715 classifier came back with: 1, the real answer is: 1, error count is: 266
the NO.9716 classifier came back with: 2, the real answer is: 2, error count is: 266
the NO.9717 classifier came back with: 3, the real answer is: 3, error count is: 266
the NO.9718 classifier came back with: 4, the real answer is: 4, error count is: 266
the NO.9719 classifier came back with: 0, the real answer is: 5, error count is: 266
the NO.9720 classifier came back with: 6, the real answer is: 6, error count is: 267
the NO.9721 classifier came back with: 7, the real answer is: 7, error count is: 267
the NO.9722 classifier came back with: 8, the real answer is: 8, error count is: 267
the NO.9723 classifier came back with: 9, the real answer is: 9, error count is: 267
the NO.9724 classifier came back with: 0, the real answer is: 0, error count is: 267
the NO.9725 classifier came back with: 1, the real answer is: 1, error count is: 267
the NO.9726 classifier came back with: 2, the real answer is: 2, error count is: 267
the NO.9727 classifier came back with: 3, the real answer is: 3, error count is: 267
the NO.9728 classifier came back with: 4, the real answer is: 4, error count is: 267
the NO.9729 classifier came back with: 6, the real answer is: 5, error count is: 267
the NO.9730 classifier came back with: 6, the real answer is: 6, error count is: 268
the NO.9731 classifier came back with: 7, the real answer is: 7, error count is: 268
the NO.9732 classifier came back with: 8, the real answer is: 8, error count is: 268
the NO.9733 classifier came back with: 9, the real answer is: 9, error count is: 268
the NO.9734 classifier came back with: 7, the real answer is: 7, error count is: 268
the NO.9735 classifier came back with: 4, the real answer is: 4, error count is: 268
the NO.9736 classifier came back with: 6, the real answer is: 6, error count is: 268
the NO.9737 classifier came back with: 1, the real answer is: 1, error count is: 268
the NO.9738 classifier came back with: 4, the real answer is: 4, error count is: 268
the NO.9739 classifier came back with: 0, the real answer is: 0, error count is: 268
the NO.9740 classifier came back with: 9, the real answer is: 9, error count is: 268
the NO.9741 classifier came back with: 9, the real answer is: 9, error count is: 268
the NO.9742 classifier came back with: 3, the real answer is: 3, error count is: 268
the NO.9743 classifier came back with: 7, the real answer is: 7, error count is: 268
the NO.9744 classifier came back with: 8, the real answer is: 8, error count is: 268
the NO.9745 classifier came back with: 6, the real answer is: 4, error count is: 268
the NO.9746 classifier came back with: 7, the real answer is: 7, error count is: 269
the NO.9747 classifier came back with: 5, the real answer is: 5, error count is: 269
the NO.9748 classifier came back with: 8, the real answer is: 8, error count is: 269
the NO.9749 classifier came back with: 5, the real answer is: 5, error count is: 269
the NO.9750 classifier came back with: 3, the real answer is: 3, error count is: 269
the NO.9751 classifier came back with: 0, the real answer is: 2, error count is: 269
the NO.9752 classifier came back with: 2, the real answer is: 2, error count is: 270
the NO.9753 classifier came back with: 0, the real answer is: 0, error count is: 270
the NO.9754 classifier came back with: 5, the real answer is: 5, error count is: 270
the NO.9755 classifier came back with: 8, the real answer is: 8, error count is: 270
the NO.9756 classifier came back with: 6, the real answer is: 6, error count is: 270
the NO.9757 classifier came back with: 0, the real answer is: 0, error count is: 270
the NO.9758 classifier came back with: 3, the real answer is: 3, error count is: 270
the NO.9759 classifier came back with: 8, the real answer is: 8, error count is: 270
the NO.9760 classifier came back with: 1, the real answer is: 1, error count is: 270
the NO.9761 classifier came back with: 0, the real answer is: 0, error count is: 270
the NO.9762 classifier came back with: 3, the real answer is: 3, error count is: 270
the NO.9763 classifier came back with: 0, the real answer is: 0, error count is: 270
the NO.9764 classifier came back with: 4, the real answer is: 4, error count is: 270
the NO.9765 classifier came back with: 7, the real answer is: 7, error count is: 270
the NO.9766 classifier came back with: 4, the real answer is: 4, error count is: 270
the NO.9767 classifier came back with: 9, the real answer is: 9, error count is: 270
the NO.9768 classifier came back with: 0, the real answer is: 2, error count is: 270
the NO.9769 classifier came back with: 9, the real answer is: 9, error count is: 271
the NO.9770 classifier came back with: 0, the real answer is: 5, error count is: 271
the NO.9771 classifier came back with: 7, the real answer is: 7, error count is: 272
the NO.9772 classifier came back with: 1, the real answer is: 1, error count is: 272
the NO.9773 classifier came back with: 7, the real answer is: 7, error count is: 272
the NO.9774 classifier came back with: 1, the real answer is: 1, error count is: 272
the NO.9775 classifier came back with: 6, the real answer is: 6, error count is: 272
the NO.9776 classifier came back with: 6, the real answer is: 6, error count is: 272
the NO.9777 classifier came back with: 5, the real answer is: 5, error count is: 272
the NO.9778 classifier came back with: 6, the real answer is: 6, error count is: 272
the NO.9779 classifier came back with: 0, the real answer is: 2, error count is: 272
the NO.9780 classifier came back with: 8, the real answer is: 8, error count is: 273
the NO.9781 classifier came back with: 7, the real answer is: 7, error count is: 273
the NO.9782 classifier came back with: 6, the real answer is: 6, error count is: 273
the NO.9783 classifier came back with: 4, the real answer is: 4, error count is: 273
the NO.9784 classifier came back with: 9, the real answer is: 9, error count is: 273
the NO.9785 classifier came back with: 9, the real answer is: 9, error count is: 273
the NO.9786 classifier came back with: 5, the real answer is: 5, error count is: 273
the NO.9787 classifier came back with: 3, the real answer is: 3, error count is: 273
the NO.9788 classifier came back with: 7, the real answer is: 7, error count is: 273
the NO.9789 classifier came back with: 4, the real answer is: 4, error count is: 273
the NO.9790 classifier came back with: 3, the real answer is: 3, error count is: 273
the NO.9791 classifier came back with: 0, the real answer is: 0, error count is: 273
the NO.9792 classifier came back with: 4, the real answer is: 4, error count is: 273
the NO.9793 classifier came back with: 6, the real answer is: 6, error count is: 273
the NO.9794 classifier came back with: 6, the real answer is: 6, error count is: 273
the NO.9795 classifier came back with: 1, the real answer is: 1, error count is: 273
the NO.9796 classifier came back with: 1, the real answer is: 1, error count is: 273
the NO.9797 classifier came back with: 3, the real answer is: 3, error count is: 273
the NO.9798 classifier came back with: 2, the real answer is: 2, error count is: 273
the NO.9799 classifier came back with: 1, the real answer is: 1, error count is: 273
the NO.9800 classifier came back with: 0, the real answer is: 0, error count is: 273
the NO.9801 classifier came back with: 0, the real answer is: 0, error count is: 273
the NO.9802 classifier came back with: 1, the real answer is: 1, error count is: 273
the NO.9803 classifier came back with: 2, the real answer is: 2, error count is: 273
the NO.9804 classifier came back with: 3, the real answer is: 3, error count is: 273
the NO.9805 classifier came back with: 4, the real answer is: 4, error count is: 273
the NO.9806 classifier came back with: 7, the real answer is: 7, error count is: 273
the NO.9807 classifier came back with: 8, the real answer is: 8, error count is: 273
